uid,freq_min,natoms
2TiF2-1,-0.12675382560526907,6
2CuI2-1,-0.026155587928945394,6
2OsO2-1,-0.08457192710842978,6
1SrF2-3,-0.013638877550513224,3
1ReBr2-2,-0.016685810909552682,3
1SnO2-1,-0.09547356371030256,3
1SnO2-3,-0.01985239848066056,3
2NbO2-1,-2.0316046952401114,6
3CuI2-1,-1.4188544829817058,9
1RuS2-2,-0.018396397884499024,3
2AgI2-2,-0.5046040213376796,6
1IrTe2-3,-0.6026059805361449,3
1HgBr2-3,-0.27909830477201225,3
1MnO2-1,-0.015188586161826396,3
1MnO2-2,-0.04966189808197203,3
1MnO2-3,-0.08126205376596858,3
1TlSe2-1,-0.01674241519208464,3
1ReSe2-1,-0.02367065761043478,3
2ScBr2-1,-0.28175636593496534,6
1RhS2-3,-0.04537811225671108,3
1CrH2-1,-13.91249779861098,3
2CrH2-1,-10.366849510055669,6
1TiI2-3,-0.5002382227965139,3
1TiI2-1,-0.033546616662796624,3
2CoTe2-1,-0.03355367466159514,6
1RuBr2-3,-0.0478162171858507,3
1AgI2-1,-0.24497298304307377,3
1TiTe2-1,-0.008806437084138578,3
1FeBr2-1,-0.02912318171690648,3
1PtI2-1,-0.014059833861568928,3
1PbBr2-3,-0.9438363844582051,3
1IrF2-1,-5.33529420386975,3
1WI2-3,-0.017386952071463284,3
1PbCl2-3,-1.509449618049669,3
6AsO2-1,-0.2872635624773149,18
1VS2-3,-0.039753506354194446,3
1CoF2-1,-0.014315779081051732,3
1PtBr2-1,-0.02111885922129187,3
1RuSe2-2,-0.01765159765322944,3
1PdF2-2,-2.873492276691633,3
1GeS2-1,-0.016680127187565875,3
1AuO2-1,-0.020401953929391047,3
1AuO2-2,-6.443779243774966,3
1TaTe2-2,-0.016232287354218777,3
2AsCPbH3S3-1,-0.31625347445615226,18
2NPSnF3O3-1,-0.2034926382736489,18
2CSbSnH3O3-1,-3.4179710224595934,18
2CCsTeCl3O3-1,-0.1991083791687419,18
2AsCGeF3S3-1,-0.1628334537478367,18
2BrHgO-1,-1.1453870127685137,6
1BiBrSe-2,-0.02003573382084789,3
2AlGeSe-1,-0.03444550556666378,6
2FOsS-1,-2.0014140152926005,6
2FNbO-1,-2.72119366616434,6
4PPdSe-1,-0.05237968624916681,12
2AlClTe-1,-0.03199050843834223,6
1ISeV-1,-0.02392802434947402,3
1ISZn-1,-0.02452529218002306,3
2BaMgSn-1,-1.1392871498391917,6
1ClITa-2,-0.009174535521766107,3
2NaPPd-1,-0.05161488730814059,6
2BiClO-1,-1.7159883269272422,6
2ClHfN-1,-0.04547007956974698,6
2FLiS-1,-7.001100455082017,6
2BrOsTe-1,-0.03256528480738627,6
2AgNaTe-1,-0.04268952342124081,6
2AlFTe-1,-0.03825365384987441,6
4AgBrO-1,-0.5916097650768238,12
2BiGeTa-1,-0.04619629158219979,6
4AlClS-1,-0.0681987805894432,12
2AsCoK-1,-0.022428782476814155,6
1BrClW-1,-0.017453729844225545,3
2CaHI-1,-0.11467585442566577,6
2ClGaSe-2,-0.058607464639738184,6
1ClHfI-1,-0.021672973110635325,3
2PSnTl-1,-0.07920839528376165,6
4ISeZr-1,-0.05510345019173936,12
1AsIS-1,-0.050523170810636175,3
2ClOOs-1,-3.5460345472993655,6
2BrHfN-1,-0.04962802878107181,6
4BrSeTi-1,-0.06500081373014199,12
4AuBrSe-1,-0.03500703073113987,12
2ClInS-2,-0.056410934034667626,6
2CuFI-2,-1.367648635060619,6
2FMnN-1,-0.10513894269833132,6
1ClIrS-1,-0.01647303370796737,3
2FNZr-1,-0.2630678293644474,6
4ISeTi-1,-0.05469981068346141,12
2ClGeO-1,-7.779519601045696,6
2IORh-1,-0.71968181308366,6
2IRhSe-1,-0.03614750425827822,6
2BrSY-2,-0.05162607606525263,6
1FNbS-1,-0.10148144763244263,3
1OSTa-1,-2.4923407003131848,3
2CHfI-3,-0.06506247521596428,6
2BrRhTe-1,-0.023716032814786406,6
2AsPbTl-1,-0.029787416086977693,6
2AgClN-1,-2.5186953020052716,6
4OPPt-1,-0.06449135782786718,12
1OSeW-1,-6.9174573447034895,3
2GeHfS-1,-0.07595078504813627,6
4CsCuSe-1,-0.031655259185313304,12
2IRhTe-2,-0.027778309461813547,6
4AuCuSe-1,-0.03343272991051622,12
4AsPdS-1,-0.05466853742247145,12
4AgIO-1,-0.873099634356555,12
2NaNiSb-1,-0.7839717425192761,6
1InSTe-1,-0.02380119619952349,3
2CoPdSb-1,-0.051102147458450146,6
1BrClZn-1,-0.010624840204903806,3
2HKS-2,-0.04094415514401847,6
2FFeI-1,-0.05393796533388934,6
1BrITa-1,-0.029092072773080634,3
1AsSbTi-2,-0.036153615454372845,3
1PtSeTe-1,-0.01787346968818277,3
2FSSi-1,-5.911401913879806,6
2BrClPb-1,-0.02442437897785837,6
1FeSTe-1,-0.013980134122512264,3
2ISeTa-1,-1.123839841140041,6
2CClMo-1,-0.11081474924688474,6
2BrPtTe-1,-0.020240251987929704,6
2BrCHf-1,-0.03270235229047564,6
2IPbSe-1,-0.8369058700935738,6
2BrCTi-1,-0.11924338139757491,6
2CFFe-1,-31.751375989370402,6
2ClInSe-1,-0.037445988837785264,6
2HgIN-1,-0.18059117201032826,6
2CuITe-1,-1.7856944900322866,6
2BrGeO-1,-7.500595483592602,6
2ClGaTe-1,-0.056904655788755136,6
2AgSeTl-1,-0.017427880016632265,6
2ClRuTe-1,-0.06965109094767544,6
2ISSn-1,-0.04210909124151171,6
1BiBrTe-1,-0.011606991355872483,3
2ClNOs-1,-1.4527742455555512,6
1BiMoSb-2,-0.04381097766894407,3
4PPdS-1,-0.053737438614106924,12
2AuKSe-1,-0.02332414775040149,6
4PSeSn-1,-0.07780685823708891,12
2AlITe-1,-0.027495336987558558,6
1ClSSb-1,-0.014174622507657825,3
1ClMnTe-1,-0.03535679729358093,3
2CsNaTe-1,-0.06307241291660556,6
4FHfS-1,-1.6107964610421208,12
2CdClTe-1,-1.7065221949406102,6
2FORu-1,-0.04366479716865031,6
2AgFS-1,-1.0684301774844225,6
2FRhS-1,-0.11533396706778305,6
2AsNiPd-1,-0.06587137684097144,6
1AuFO-1,-3.702134271172471,3
1ClINb-2,-0.024763975157288443,3
2IIrTe-1,-0.0238630107951666,6
2IIrTe-2,-0.03891596522353369,6
1ClCrTe-1,-0.022693685472636012,3
2CClTa-1,-0.05075112837552284,6
1ClFTi-1,-0.10731507459992126,3
2ClRhS-3,-0.05559188532628933,6
2IInTe-3,-0.14883924498836476,6
2BrHgI-1,-0.05169394979845777,6
1Cl2Cu2Se3As4-1,-0.4169861828879968,11
1Au2Cl2Sr3O4-1,-0.06620640333059226,11
1Cl2Cu2S3As4-1,-0.23922144763457376,11
1H2S2C3Ta4-1,-0.04134582524791832,11
1Au2Cl2Se3P4-1,-1.218763961594163,11
1F2S2N3V4-1,-1.3438612608603129,11
1F2S2B3Mo4-1,-2.1354948519095096,11
1Cu2I2Ca3O4-1,-0.06885354361699367,11
1Au2I2Te3P4-1,-0.2239819737801596,11
1H2S2C3Mn4-1,-0.13347622164841175,11
1Cl2Cu2Te3As4-1,-0.36062174114750684,11
1H2S2C3Ti4-1,-0.10933447905516938,11
1Cu2I2Se3Sb4-1,-0.16536251660190618,11
1F2S2B3Zr4-1,-1.4811881052781837,11
1F2S2C3Y4-1,-0.877404822296172,11
1Ag2Cl2Te3Sb4-1,-0.5190899749160552,11
1S2Se2Nb3Br4-1,-0.08785514822279039,11
1Au2I2Ca3O4-1,-0.797427136891334,11
1F2S2N3Ti4-1,-1.7009070924519907,11
1Br2Cu2Te3P4-1,-0.1349772266555233,11
1H2S2N3Mn4-1,-0.12276852266967782,11
1Ag2I2S3As4-1,-0.08010491078171807,11
1Cu2I2Te3As4-1,-0.09567082181813744,11
1NF2Nb2S2-1,-2.0980566309219317,7
1CuBr2Sr2Te2-1,-1.7046865845135497,7
1NH2O2Zr2-1,-0.19378819499985955,7
1AuBa2Cl2O2-1,-0.05565462152327818,7
1AgBr2Ca2Te2-1,-1.24002604996986,7
1CdF2S2Sn2-1,-0.0624827519347304,7
1PbCu2I2S2-1,-0.04000833698778449,7
1HgCl2S2Sn2-1,-0.4680476679865515,7
1CuBa2Cl2S2-1,-0.045316034747797294,7
1NbBr2N2Sc2-1,-0.08547623263456189,7
1AgBr2Ca2O2-1,-0.9152709572362581,7
1CuCa2F2O2-1,-3.783152892515901,7
1NH2O2V2-1,-0.08492870772965208,7
1AuCa2Cl2Se2-1,-2.008714271309194,7
1AuCa2I2S2-1,-1.809977106597526,7
1BF2S2V2-1,-2.6281111516578366,7
1MoMn2Sb2Te2-1,-0.05421366642313477,7
1AuBrF2-1,-0.07202858389724022,4
1STeMn2-1,-0.055764551329244794,4
1AgHBr2-1,-0.056935914947969284,4
2AgAsS2-1,-0.04169785967610346,8
1CdSbS2-1,-1.4247130923575666,4
1RbSnO2-1,-1.1589778743814216,4
1CsGeS2-1,-2.623915156670171,4
2FPdSe2-1,-0.5151003395075386,8
4NbNiSe2-1,-1.5943597193900227,16
2CNaF2-1,-0.49510536961533713,8
1CsTiS2-1,-0.03325972916188477,4
1CrOBr2-1,-3.629268858538863,4
1CrHO2-1,-0.07843155891270577,4
1NbZnCl2-1,-0.056337477159816234,4
2AsAuS2-1,-0.6465875655854217,8
1CsSnTe2-1,-0.02160829775270702,4
2BiCuTe2-1,-0.03799222977514622,8
1AgAuS2-1,-0.8124692143269866,4
4AsKS2-1,-0.06792919931815523,16
2AuBiTe2-1,-0.4447250688623115,8
1STeNi2-1,-0.016645708080460963,4
1CrSeBr2-1,-0.8379282429294644,4
1OOsI2-1,-0.032390780798934704,4
1AlSeBr2-1,-0.8745138086408494,4
2CuSbSe2-1,-0.029757569309794413,8
1GeRbS2-1,-2.6612652699543164,4
1CaSBr2-1,-7.649833038661994,4
2AuZnSe2-1,-1.6141073994135047,8
1IPdF2-1,-0.025460113066410914,4
1CdHfSe2-1,-0.03354897263207076,4
1GaTaTe2-1,-0.02710232745217629,4
4AgOH2-1,-6.824973748189106,16
1RhRuI2-1,-0.8543554388182631,4
2GaMnSe2-1,-0.0444858677947506,8
1TiVI2-1,-0.06024422684479065,4
1CrSbBr2-1,-0.047232215800009296,4
1RbSnTe2-1,-0.03131430113680997,4
2HPdTe2-2,-0.4026854191682965,8
1NaTiO2-1,-0.24926839295368192,4
1AsGeO2-1,-0.08020773188660614,4
1GaGeTe2-1,-0.04144896701236388,4
1BiZrSe2-1,-0.08659817688244209,4
1RbTiSe2-1,-0.042943918367839805,4
2CuFO2-1,-1.4755063561560973,8
2BiHO2-1,-0.10963011002284978,8
2CuIO2-1,-0.0902604417065858,8
2HNiSe2-2,-0.3812009049154533,8
2FNiS2-1,-0.09703070726892148,8
1CsTiO2-1,-1.3872841205961945,4
1AlNiSe2-1,-1.0281610299875295,4
1AuCaBr2-1,-0.4477483747507399,4
2CoHTe2-2,-0.04425625826800122,8
1CSiH2-1,-0.06421275000674212,4
1SeI2Ti2-1,-0.013874281141029633,5
1SAs2Te2-1,-0.027565868430336312,5
4TaFe2Se2-1,-1.4759095238655267,20
2ScBr2Se2-1,-0.17016709280719916,10
1GaF2S2-1,-7.794747353669735,5
2ZrI2Te2-1,-0.049257575889175065,10
2NbI2Te2-1,-0.0593813532852069,10
1BH2Mn2-1,-0.1233450082757421,5
1NbH2O2-1,-0.20478073848088335,5
1NCr2Se2-1,-0.035655541826758556,5
1NS2Ta2-1,-0.056955621925035116,5
1CTe2Ti2-1,-0.034324478431029794,5
1OS2Sb2-1,-0.09458622876664255,5
4OAs2Te2-1,-0.08989301605829829,20
2ZrCl2Te2-1,-0.04494973228500574,10
1BrCl2Cu2-1,-1.6087537381554984,5
1NO2Y2-1,-0.05303050198620167,5
1TlH2O2-1,-0.13739312442138385,5
1NBr2Sn2-1,-1.260338664345845,5
1AsNi2Te2-1,-0.04797144861723805,5
1TeP2Se2-1,-0.07752022532915626,5
1CCr2O2-1,-0.6623091859622665,5
2WI2O2-1,-0.9736659308001101,10
1NF2Fe2-1,-0.11033265762496122,5
1SeO2Sb2-1,-0.02755477241248137,5
1SnNb2Te2-1,-0.04254912825135676,5
1NSe2V2-1,-0.026441234127654426,5
1PbF2S2-1,-0.1538036829562411,5
1CF2Ti2-1,-0.06358698190398605,5
1BSe2Zr2-1,-0.046237871718701806,5
2TaI2Te2-1,-0.9367520856904431,10
1BiPd2Te2-1,-0.019968564645360228,5
1SbCo2S2-1,-0.02568884252047169,5
1BTe2Zr2-1,-0.03339869605164796,5
2ScCl2S2-1,-0.813560815443527,10
1BO2Ta2-1,-0.14137313679922853,5
1GeS2Se2Hg3Br4-1,-0.16802628868389308,12
1FeGa2Te4-2,-0.021586954750522493,7
1SnBi2Se4-1,-0.039259095011956055,7
1ZnGa2S4-1,-0.05744828439889245,7
1NiIn2O4-1,-0.07417760238118475,7
1MnIn2Se4-2,-0.04982641300526705,7
1MoMn2S4-1,-1.3072249394012017,7
1CoGa2S4-1,-0.07416264732920186,7
1CoGa2Te4-2,-0.03734672993119012,7
1MoCu2O4-1,-0.107967846040724,7
2CdCs2Cl4-1,-0.620977440755527,14
1CdGa2Se4-1,-0.07140238532870444,7
1ZnTl2O4-1,-0.06513631904904678,7
2ZnAs2S4-1,-0.13132159181223818,14
2WCd2S4-1,-0.0581979436174307,14
1CuCo2S4-1,-0.10139594490389069,7
1FeGa2Se4-1,-0.06569265884480005,7
1WAu2S4-1,-0.7514179436107837,7
2SrBi2O4-1,-0.06637103131438357,14
1NiGa2Se4-2,-0.04773399284470307,7
2MoHg2O4-1,-0.10600722102679717,14
1YBi2S4-1,-0.12507956663374,7
2CaI2O4-1,-0.20419622127463244,14
1FeAl2Te4-1,-0.06112689396057082,7
2CaCl2S4-1,-2.1762986755261884,14
1PbSb2Te4-1,-0.02559165357641086,7
2SrI2S4-1,-1.7176909468851513,14
2SrCl2O4-1,-0.22793726016092994,14
1CdCuTlBa2O5-1,-5.034740231509435,10
1AgHgTlSr2S5-1,-1.6077368397946867,10
1MnScBr6-1,-0.0485910799976648,8
2LiNbBr6-1,-0.06527503933709217,16
1AuSnF6-1,-0.06693136843683949,8
1NiPdF6-1,-0.07220757565062151,8
1CrNbF6-1,-3.206531949761852,8
2ZrCl3-2,-0.05761029281824451,8
1TlBr3-1,-1.1654053269210871,4
2AgCl3-1,-0.1045346211799648,8
2TiBr3-1,-0.06971416904359211,8
2IrI3-1,-0.02473692648870284,8
2GaI3-1,-1.1198202348338782,8
2ScBr3-1,-0.030891586597333247,8
2PdI3-2,-0.7936552762056575,8
2BiI3-3,-0.4864555072337066,8
2WF3-1,-2.472878989860095,8
2YCl3-2,-0.04171802400624266,8
2MnI3-3,-0.8235018205250116,8
2BiCl3-5,-0.06361972910215548,8
2PdBr3-2,-1.3981741163621837,8
2NbCl3-2,-0.043860828510618496,8
2IrSe3-2,-0.0766612335756547,8
2RhO3-2,-5.004273777491228,8
2TiO3-1,-0.1005496277781464,8
2RhS3-1,-0.08796029189746689,8
2MoO3-1,-0.15009513294697527,8
2PC3-1,-3.434706231195552,8
2FeBr3-2,-0.8029405017294824,8
2TaI3-2,-0.04319570857178888,8
2BiBr3-3,-0.8653567045631647,8
1MnBi3-1,-0.2446227858998694,4
2OsCl3-1,-0.05938781090484096,8
2AlI3-2,-0.6845947678366319,8
4VI3-1,-0.21934753607826732,16
2TaBr3-1,-0.9964160935103421,8
1C2F2S2Ti3-1,-2.5575791593069233,9
1B2F2Se2Zr3-1,-2.2781000033575274,9
1H2N2S2Ti3-1,-0.1450172490476118,9
1F2N2S2Ta3-1,-1.4639094626077238,9
1B2F2S2Fe3-1,-2.0599696903669105,9
1B2F2Se2Hf3-1,-2.1031883157554163,9
1B2F2O2Mn3-1,-4.139029376149572,9
1H2N2Te2Ti3-2,-5.435342442102616,9
2SbZnSe3-1,-1.1886802368630518,10
2HgSbTe3-1,-0.8097580991796227,10
2PSiTe3-2,-0.06535142959428981,10
2AuSnS3-1,-0.04612364899824834,10
2BiPTe3-1,-0.054384604329646306,10
2LiMgCl3-1,-0.16199899224748862,10
2PZrSe3-2,-0.4195458676764787,10
2PZrSe3-1,-0.10587806108793918,10
2CuNiI3-1,-0.056794787495457924,10
2AsTaTe3-2,-0.0700454506404858,10
4AuTeS3-1,-0.0721236382755124,20
1MnNbSe3-1,-1.32439931875956,5
2OsSbSe3-1,-0.05597832684159186,10
2GeSbO3-2,-0.1393729449020271,10
2MgSbS3-1,-1.588187416219869,10
2AsHgSe3-1,-0.7902008479252118,10
2OsSbS3-1,-0.8667985161068241,10
2AsPtS3-1,-0.10600965906352781,10
2CdPO3-1,-0.11195454496763599,10
2HgVO3-1,-0.0673946518354006,10
2AsMgO3-1,-0.4094774670195932,10
2AsSbSe3-1,-0.07472627975046138,10
2GaTlSe3-1,-0.05683180801706925,10
2PVS3-1,-0.11485906907910484,10
2AgSrI3-1,-0.014108358432193574,10
2AgCdI3-1,-0.03472729199330647,10
2GaInS3-1,-0.05265670154646571,10
2CKS3-1,-0.5664570737322226,10
2ClRbO3-1,-0.09510388804726401,10
2PdSbTe3-1,-0.8392554069712566,10
2BCsS3-1,-0.09847952688838756,10
2MnPO3-1,-2.9167816479381217,10
2HgNaBr3-1,-0.04558615258393895,10
2AsMnS3-1,-0.9424411761880336,10
2NiSbS3-1,-0.15459125074425856,10
4CuTeO3-1,-0.1412717182721396,20
2AuSbS3-1,-0.04842330467370863,10
4BBiO3-1,-0.17493976603751182,20
2IrSbS3-1,-0.7864035873992922,10
2PtSbTe3-1,-0.4638777187234986,10
2SbZnS3-1,-1.4793118636937181,10
2PScS3-1,-0.09284135136998577,10
2SbScO3-1,-0.11869762160475604,10
2SbZnTe3-1,-0.8148120536570653,10
2AgPbI3-1,-0.024603384747072375,10
2GaPS3-1,-0.08447700017864898,10
4AuTeO3-1,-0.39697936066720857,20
2FePO3-1,-0.13805345425915466,10
2IKO3-1,-0.10015988713274697,10
2CuSiO3-1,-0.12044809297294362,10
2AsSbS3-2,-2.0952855190531063,10
2CuSbS3-1,-0.08351243613875528,10
1BaCu2O8-1,-0.15869581765507035,11
1NbNi2Br8-1,-0.31549511166209065,11
1NiCa2O3-1,-2.2500830144906194,6
1SiSe2Mn3-1,-0.13009449800938394,6
2HgPd2Se3-1,-0.032619251783688616,12
2TaPd2Se3-1,-0.047057091367188074,12
2TaCo2S3-1,-0.08661389348673178,12
2TlNi2Se3-1,-0.034858554183930086,12
1IAg2Br3-1,-1.2696090816193408,6
1SeNi2S3-1,-0.05707672056235579,6
2TaPd2S3-1,-0.07136918315383921,12
2TlPd2Se3-1,-0.049707663442249445,12
1BrPdScS2-1,-0.0845435053571945,5
1OPdTiBr2-1,-0.8270335570449834,5
1CoNiPTe2-1,-0.041048689481489,5
1BrISCd2-1,-0.03449055112195498,5
2BiBrHgS2-1,-0.2571452661746863,10
2BiFHgO2-1,-0.0570724926311909,10
1MnOWTe2-1,-0.10297993203428077,5
1BrISTi2-1,-0.03926659179063571,5
1BiSZrI2-1,-0.5963070226677963,5
2BiBrCdS2-1,-0.5295594530458755,10
2BrMnPTe2-2,-0.0577494919615583,10
2ClMnPO2-2,-9.83722506149784,10
2AsClMnSe2-2,-0.07029081125822341,10
2AsIMnO2-2,-0.7852706892452864,10
2BrMnSbS2-2,-0.062464939902264045,10
1BrSTeTa2-1,-0.043558547398122656,5
1MnNSbBr2-1,-0.09951606999333686,5
4BaHSbS2-1,-0.09337882873028941,20
2BrMnPO2-2,-8.420957309040388,10
4BaFPTe2-1,-0.07000973234211068,20
4FPSrSe2-1,-0.09812250583075267,20
4ClSbSrTe2-1,-0.06039809434408743,20
4AsBaHTe2-1,-0.06528826196965544,20
1MnNiOBr2-1,-1.4786007257481673,5
1BMoWTe2-1,-0.04194250201387005,5
1LiNiPdSe2-1,-0.3828154592103194,5
2BrIrNiS2-1,-0.09704869355126482,10
2NbSSeNi2-1,-0.1361974710186449,10
2GaPSeS2-1,-0.1402548544371776,10
2AuBClO-1,-0.9334451214878305,8
1BrIRuS-1,-0.9809251574943179,4
2CuFNS-1,-0.5529293738492974,8
2AgBrCdS-1,-0.05442519645397345,8
2CdCuFSe-1,-0.06325218401815876,8
1ClInSeSi-1,-0.0457433319501898,4
2AuCdClSe-1,-0.08313784908871047,8
1BiBrISb-1,-1.0060554333115026,4
1BiBrCdI-1,-0.8197351369936182,4
4AgFIS-1,-0.14521733218690377,16
1CaClCuSe-1,-0.018440338286478467,4
1NbSTeZr-1,-0.04703334709995259,4
1GeIMnSe-1,-0.050023071505554816,4
1CuReSSe-1,-0.04978291234652145,4
2AgBrCdSe-1,-0.04257912119860342,8
1AuClCuI-1,-0.019619478855296423,4
2CClCuO-1,-0.2229061522477616,8
1GaGeSeTe-1,-0.02908507571604148,4
2IRe3Se4-1,-0.0538929767869207,16
1SbCu3S4-1,-0.9389953783942114,8
1BrMn3S4-1,-1.880350060180256,8
1AgScP2S6-1,-0.10645745515226408,10
1AuCrSb2S6-1,-2.5361178179334476,10
1CoLiAs2Se6-1,-1.216679929102599,10
2CuVSb2Te6-1,-0.7509782028848366,20
2AsHP2S6-1,-0.5007391454953064,20
2CuVSb2Se6-1,-1.1852243437781385,20
1CuTlAs2Te6-1,-0.08845422496276656,10
1AuVP2Se6-1,-0.06972037234004909,10
1CuGaP2S6-1,-0.14004612241530073,10
1AlNaP2O6-1,-1.933087436306706,10
1AgAlAs2Te6-1,-0.03929835935286665,10
1CuInP2Te6-1,-0.08325203975713318,10
1CuScSb2Se6-1,-1.4155776996768956,10
1NaNiSb2S6-1,-1.1046444735461367,10
1WYP2S6-1,-0.0730139286493403,10
1CrCuAs2Se6-1,-1.132624848747639,10
1CuVP2Te6-1,-0.06337104522143704,10
1FSbTe2O6-1,-0.1012756922591921,10
1AgBiAs2S6-1,-0.06702555566000015,10
2AgCrAs2Se6-1,-0.5312756625446976,20
1InLiSb2Te6-1,-0.3953391366341144,10
1AlAuSb2Te6-1,-0.7208508540307066,10
1AlLiP2Se6-1,-0.050726936007118195,10
1NaPdP2Te6-1,-0.10925856292054482,10
2CrCuSb2Te6-1,-0.8201791209765539,20
1CuSbAs2S6-1,-0.08136446773875203,10
1AuSbP2Se6-1,-0.06284612825782789,10
1AgInSb2S6-1,-1.0702411303424155,10
1CuVSb2S6-1,-1.1340725012558102,10
1AuCrSb2Se6-1,-1.554129876667001,10
1AlNaAs2O6-1,-1.8461584388449654,10
1BiCuAs2S6-1,-0.08190681684427287,10
1AgInAs2O6-1,-0.9898833758153984,10
1InNaAs2O6-1,-0.5391380521708758,10
1AgTlAs2Te6-1,-0.056271235794682316,10
1BiCuSb2Se6-1,-0.4766190075701706,10
1NaNiSb2Te6-1,-0.8669753465103454,10
1MnSb2F12-1,-0.08726416287697875,15
1SrP2F12-1,-0.19976762804141496,15
1MnFe2C12-1,-5.129918965478518,15
1NiMn2C12-1,-5.806030572745983,15
1C3Ta4-1,-0.01879569091020338,7
1Fe3Te4-1,-0.05024858879298081,7
1Mn3Se4-2,-0.0772218559116439,7
1C3Y4-1,-0.05336368511125591,7
1Ga3Se4-1,-1.3714219399983845,7
1Ni3S4-1,-0.6553712062298772,7
1Tl3S4-1,-0.8547950308136231,7
1Ga3S4-1,-1.1442942915520347,7
1C3Cr4-1,-0.15624052801922222,7
1InLiCl4O12-1,-0.22203908548585852,18
1InKI4O12-1,-0.16992818322012815,18
1InNaI4O12-1,-0.16385975041320336,18
2InS-2,-0.017499577898159667,4
4CuTe-1,-0.058854722942068005,8
2AlS-1,-0.016119895836132696,4
2IIr-1,-0.021380916907504835,4
2GeSe-3,-5.150075330186165,4
2ClGe-2,-4.954069133135061,4
2FeI-1,-0.010204172425029379,4
2ORh-3,-0.08441659763685218,4
2AuI-2,-2.169814918994152,4
2HfSe-5,-1.1683208590003864,4
2STi-2,-0.03311511015231952,4
2FIn-4,-5.663860199405806,4
2CrO-1,-0.025685675839805175,4
2ILi-1,-0.005079483094045995,4
2IrO-2,-1.64640152806933,4
4MnSe-2,-0.09442154753762996,8
4OSn-1,-0.04349642069523102,8
2RuSe-4,-0.04346169998488022,4
2CrTe-3,-1.3187404337992725,4
3FTl-1,-0.02639904052255151,6
3CuI-3,-0.6454196283166995,6
3CuI-4,-1.2182302099237026,6
6BrLi-2,-0.030367046176375517,12
2TeZr-1,-0.024221124231056622,4
12AgBr-1,-0.06417552050001572,24
2BrW-2,-0.06254583106020649,4
2AlO-2,-0.14522560565047796,4
2CrSe-1,-3.856829405632419,4
2PtS-6,-1.8222958238087534,4
2AsSe-1,-0.01833468262117116,4
3ClTl-1,-0.04064025924104346,6
2ISc-1,-0.006519454935490467,4
2InO-1,-0.004372839342963895,4
2FY-1,-0.1238249531178543,4
2AgCa-1,-0.008062697485630727,4
2HfTe-3,-0.00717939588849908,4
2FPb-1,-0.40912181389934094,4
2FZn-1,-0.06660010635788631,4
2NiS-4,-0.2908482610256041,4
2RhSe-5,-0.033881408566594606,4
