uid,freq_min,natoms
2AlFTe-1,-1.7490796927060494e-07,6
4AgBrO-1,-0.7085194411187856,12
2BiGeTa-1,2.878233766453731e-08,6
4AlClS-1,-2.851944186614441e-07,12
2AsCoK-1,-1.2532777110519782e-07,6
1BrClW-1,-1.2740109446926344e-07,3
2CaHI-1,-2.869195850919896e-07,6
2ClGaSe-2,-6.659820456199605e-08,6
1ClHfI-1,2.5876380534856716e-08,3
2PSnTl-1,-7.467854609333264e-08,6
4ISeZr-1,-3.975731522416278e-08,12
1AsIS-1,-3.842667713885158e-08,3
2ClOOs-1,-3.5168313947616245,6
2BrHfN-1,-6.578885227956356e-08,6
4BrSeTi-1,-1.2032616030733814e-07,12
4AuBrSe-1,-1.2662485950817604e-07,12
2ClInS-2,-3.8314852156495526e-08,6
2CuFI-2,-1.373782351068591,6
2FMnN-1,-1.4504377800503678e-07,6
1ClIrS-1,-4.348530850272064e-08,3
2FNZr-1,-1.877255099689267e-07,6
4ISeTi-1,-5.530564642255905e-08,12
2ClGeO-1,-7.754251747317034,6
2IORh-1,-0.6223719877217974,6
2IRhSe-1,-8.511612133163939e-08,6
2BrSY-2,-1.086047909767632e-07,6
1FNbS-1,-1.3879061615471456e-07,3
1OSTa-1,-2.480446660799348,3
2CHfI-3,8.047101886052228e-08,6
2BrRhTe-1,-8.146449966006583e-08,6
2AsPbTl-1,-3.212357033890565e-08,6
2AgClN-1,-3.231653313878696,6
4OPPt-1,-1.2264488121428956e-07,12
1OSeW-1,-6.915422269992092,3
2GeHfS-1,-1.6498943881921816e-07,6
4CsCuSe-1,-1.058915536088853e-07,12
2IRhTe-2,-8.165693021368451e-08,6
4AuCuSe-1,-1.08029531858677e-07,12
4AsPdS-1,-9.667398240352408e-08,12
4AgIO-1,-0.7614279622405694,12
2NaNiSb-1,-0.8342320250148486,6
1InSTe-1,-6.285667234565018e-08,3
2CoPdSb-1,-8.707078064703936e-08,6
1BrClZn-1,-6.48763688553372e-08,3
2HKS-2,-2.545794822784578e-07,6
2FFeI-1,-1.0935035727920082e-07,6
1BrITa-1,5.194064539277692e-08,3
1AsSbTi-2,-3.531018005935821e-08,3
1PtSeTe-1,-5.122754378826789e-08,3
2FSSi-1,-5.938655812692993,6
2BrClPb-1,-1.0784699873716864e-07,6
1FeSTe-1,-9.629803591884406e-08,3
2ISeTa-1,-1.148720571771298,6
2CClMo-1,-1.7074773770290718e-07,6
2BrPtTe-1,-4.496422505711196e-08,6
2BrCHf-1,-1.292291165865893e-07,6
2IPbSe-1,-0.7983010827726909,6
2BrCTi-1,-1.6979844889791295e-07,6
2CFFe-1,-31.571635433847067,6
2ClInSe-1,-5.4302397473824476e-08,6
2HgIN-1,-0.3652728493758451,6
2CuITe-1,-1.7417570186490323,6
2BrGeO-1,-7.468553499558422,6
2ClGaTe-1,1.9781649921805726e-08,6
2AgSeTl-1,-4.7984206628608125e-08,6
2ClRuTe-1,-9.788344075268528e-08,6
2ISSn-1,-8.888894651374376e-08,6
1BiBrTe-1,-5.41075630370599e-08,3
2ClNOs-1,-1.5821186163658272,6
1BiMoSb-2,-5.396081794535137e-08,3
4PPdS-1,-1.1273359485358164e-07,12
2AuKSe-1,-5.8210744305937695e-08,6
4PSeSn-1,-6.330231312413725e-08,12
2AlITe-1,-6.545950100566252e-08,6
1ClSSb-1,-1.305346381184324e-07,3
1ClMnTe-1,-3.97959746175251e-08,3
2CsNaTe-1,-1.0287353120105339e-07,6
4FHfS-1,-1.563819127813424,12
2CdClTe-1,-1.7329319403819379,6
2FORu-1,-3.366017428257728e-08,6
2AgFS-1,-1.107893746164252,6
2FRhS-1,-1.032914051373027e-08,6
2AsNiPd-1,-1.260956688401469e-07,6
1AuFO-1,-3.691705599789555,3
1ClINb-2,-6.870281372074986e-08,3
2IIrTe-1,-8.624241882716723e-08,6
2IIrTe-2,-1.668380390950064e-08,6
1ClCrTe-1,7.664836108506327e-08,3
2CClTa-1,-8.311194564313006e-08,6
1ClFTi-1,-2.1713131774251872e-07,3
2ClRhS-3,-1.2231649191119667e-07,6
2IInTe-3,-4.364234659260799e-08,6
2BrHgI-1,-6.542773401902241e-08,6
1Cl2Cu2Se3As4-1,-0.40896352576287287,11
1Au2Cl2Sr3O4-1,-1.7104717369670437e-07,11
1Cl2Cu2S3As4-1,-0.22909221788844386,11
1H2S2C3Ta4-1,-1.685061323378223e-07,11
1Au2Cl2Se3P4-1,-1.2394440442214185,11
1F2S2N3V4-1,-1.3011823061875478,11
1F2S2B3Mo4-1,-2.1079939275210102,11
1Cu2I2Ca3O4-1,-1.1598941893302061e-07,11
1Au2I2Te3P4-1,-0.20259300256266444,11
1H2S2C3Mn4-1,-9.473552974230704e-07,11
1Cl2Cu2Te3As4-1,-0.3694650284648033,11
1H2S2C3Ti4-1,-4.5340352572123775e-07,11
1Cu2I2Se3Sb4-1,-0.16022014795476885,11
1F2S2B3Zr4-1,-1.4867290368808654,11
1F2S2C3Y4-1,-0.8539501189247898,11
1Ag2Cl2Te3Sb4-1,-0.5123085139062659,11
1S2Se2Nb3Br4-1,3.853244111594628e-08,11
1Au2I2Ca3O4-1,-0.18454127460379338,11
1F2S2N3Ti4-1,-1.695587335211633,11
1Br2Cu2Te3P4-1,-0.19412518906911416,11
1H2S2N3Mn4-1,-6.133734820789093e-08,11
1Ag2I2S3As4-1,-1.1963340030923973e-07,11
1Cu2I2Te3As4-1,-7.062636679280637e-08,11
1NF2Nb2S2-1,-2.1094825049602295,7
1CuBr2Sr2Te2-1,-1.6863437344275456,7
1NH2O2Zr2-1,-6.19267282408583e-08,7
1AuBa2Cl2O2-1,-7.295188180579316e-08,7
1AgBr2Ca2Te2-1,-1.2446032863121772,7
1CdF2S2Sn2-1,-1.2145536937765775e-07,7
1PbCu2I2S2-1,1.9705025776529007e-08,7
1HgCl2S2Sn2-1,-0.3515637782454269,7
1CuBa2Cl2S2-1,-1.2363948272408385e-07,7
1NbBr2N2Sc2-1,-1.0963118287838505e-07,7
1AgBr2Ca2O2-1,-0.9212854002731325,7
1CuCa2F2O2-1,-3.692798839988678,7
1NH2O2V2-1,7.98768043695068e-08,7
1AuCa2Cl2Se2-1,-2.005467618946549,7
1AuCa2I2S2-1,-1.777535698508372,7
1BF2S2V2-1,-2.6417108264828397,7
1MoMn2Sb2Te2-1,-3.978496052238525e-08,7
1AuBrF2-1,-9.930355338443822e-08,4
1STeMn2-1,-1.0836959173059965e-07,4
1AgHBr2-1,-7.058863431808158e-08,4
2AgAsS2-1,-9.180373193424612e-08,8
1CdSbS2-1,-1.384620785040645,4
1RbSnO2-1,-1.2838377349134658,4
1CsGeS2-1,-2.6281222754022147,4
2FPdSe2-1,-0.40309501134005987,8
4NbNiSe2-1,-1.5913985483582924,16
2CNaF2-1,-2.631582415827395e-07,8
1CsTiS2-1,-7.284383118894312e-08,4
1CrOBr2-1,-3.639152430144474,4
1CrHO2-1,-8.057090267272834e-08,4
1NbZnCl2-1,-7.170383425336529e-08,4
2AsAuS2-1,-0.5596120771031192,8
1CsSnTe2-1,-3.731641120363399e-08,4
2BiCuTe2-1,-9.062163637694777e-08,8
1AgAuS2-1,-0.8055258367261866,4
4AsKS2-1,-9.686054484407129e-08,16
2AuBiTe2-1,-0.5322457244032702,8
1STeNi2-1,-1.2977508528498926e-07,4
1CrSeBr2-1,-0.8115487093074311,4
1OOsI2-1,-5.226780448373316e-08,4
1AlSeBr2-1,-0.9111714007958283,4
2CuSbSe2-1,-6.855656955658884e-08,8
1GeRbS2-1,-2.669981783559964,4
1CaSBr2-1,-7.612073718619503,4
2AuZnSe2-1,-1.62630318292173,8
1IPdF2-1,-9.238132513874368e-08,4
1CdHfSe2-1,-5.3637390707097577e-08,4
1GaTaTe2-1,-7.05705866432012e-08,4
4AgOH2-1,-6.934816918065782,16
1RhRuI2-1,-0.8589268778653849,4
2GaMnSe2-1,-8.082319351825808e-08,8
1TiVI2-1,2.5674999171660435e-08,4
1CrSbBr2-1,-8.686760626729013e-08,4
1RbSnTe2-1,-2.7442298566772917e-08,4
2HPdTe2-2,-0.394513835095094,8
1NaTiO2-1,-1.4308970921403657e-07,4
1AsGeO2-1,-1.7687585475389384e-07,4
1GaGeTe2-1,-4.1240531655145784e-08,4
1BiZrSe2-1,-6.775742861088426e-08,4
1RbTiSe2-1,-6.891063634751396e-08,4
2CuFO2-1,-1.5286683766451237,8
2BiHO2-1,-3.6015202478661715e-07,8
2CuIO2-1,-1.4736866734351473e-07,8
2HNiSe2-2,-0.3958732285683885,8
2FNiS2-1,-1.729456459461707e-07,8
1CsTiO2-1,-1.2745968407259671,4
1AlNiSe2-1,-1.014638424103064,4
1AuCaBr2-1,-0.463287575209743,4
2CoHTe2-2,-1.7488912892659842e-07,8
1CSiH2-1,-8.343816757040964e-07,4
1SeI2Ti2-1,-4.448985320116762e-08,5
1SAs2Te2-1,-8.349048210862496e-08,5
4TaFe2Se2-1,-1.424642977068053,20
2ScBr2Se2-1,-4.380958050129114e-08,10
1GaF2S2-1,-7.884132608258212,5
2ZrI2Te2-1,-4.5901700071964495e-08,10
2NbI2Te2-1,-6.876196415119241e-08,10
1BH2Mn2-1,-2.4562089789513407e-07,5
1NbH2O2-1,-5.371845634749528e-07,5
1NCr2Se2-1,-1.6855056564751753e-07,5
1NS2Ta2-1,-1.0665760602795002e-07,5
1CTe2Ti2-1,-1.1627818381307907e-07,5
1OS2Sb2-1,-1.357398505330155e-07,5
4OAs2Te2-1,-1.5371684569945746e-07,20
2ZrCl2Te2-1,-8.067751998267247e-08,10
1BrCl2Cu2-1,-1.6052776143389644,5
1NO2Y2-1,-2.0856358785212208e-07,5
1TlH2O2-1,-1.268704736389449e-06,5
1NBr2Sn2-1,-1.2761252619949628,5
1AsNi2Te2-1,-9.010931198338697e-08,5
1TeP2Se2-1,-8.425296919990612e-08,5
1CCr2O2-1,-1.5110901439444422e-07,5
2WI2O2-1,-0.954657321287321,10
1NF2Fe2-1,-1.455924763145135e-07,5
1SeO2Sb2-1,-2.551397544211073e-08,5
1SnNb2Te2-1,-6.893580094104654e-08,5
1NSe2V2-1,-1.4793285288494672e-07,5
1PbF2S2-1,-2.6932495860601085e-07,5
1CF2Ti2-1,-2.056428771845033e-07,5
1BSe2Zr2-1,2.4974616316875026e-08,5
2TaI2Te2-1,-0.962734019543481,10
1BiPd2Te2-1,3.48525840447291e-08,5
1SbCo2S2-1,-1.2963457638888138e-07,5
1BTe2Zr2-1,-7.241535529751318e-08,5
2ScCl2S2-1,-0.5171927380394424,10
1BO2Ta2-1,-2.3186757568180587e-07,5
1GeS2Se2Hg3Br4-1,-0.1617820035412225,12
1FeGa2Te4-2,-8.407517894834123e-08,7
1SnBi2Se4-1,-1.0305167420068894e-07,7
1ZnGa2S4-1,-8.475285851341207e-08,7
1NiIn2O4-1,-1.507206970471858e-07,7
1MnIn2Se4-2,-2.4580165348840344e-08,7
1MoMn2S4-1,-1.41670970804915,7
1CoGa2S4-1,-1.6483831782789945e-07,7
1CoGa2Te4-2,-7.28602558971029e-08,7
1MoCu2O4-1,-3.047015079665139e-07,7
2CdCs2Cl4-1,-0.6165270299717044,14
1CdGa2Se4-1,-8.734086637607947e-08,7
1ZnTl2O4-1,-6.45048352628445e-08,7
2ZnAs2S4-1,-1.1783956859518306e-07,14
2WCd2S4-1,-1.3480594282648705e-07,14
1CuCo2S4-1,-8.461034070516077e-08,7
1FeGa2Se4-1,-8.295723517579756e-08,7
1WAu2S4-1,-0.732838875424379,7
2SrBi2O4-1,-1.1881543287968726e-07,14
1NiGa2Se4-2,-9.096341016843651e-08,7
2MoHg2O4-1,-2.0138208888841683e-07,14
1YBi2S4-1,3.020557563064996e-08,7
2CaI2O4-1,1.511724509808309e-07,14
1FeAl2Te4-1,-1.4331307625207573e-07,7
2CaCl2S4-1,-2.270833846274703,14
1PbSb2Te4-1,-7.547033667129556e-08,7
2SrI2S4-1,-1.6570442414900772,14
2SrCl2O4-1,-3.976341205056583e-07,14
1CdCuTlBa2O5-1,-4.938904878633097,10
1AgHgTlSr2S5-1,-1.3867122281169884,10
1MnScBr6-1,2.2781163277151092e-08,8
2LiNbBr6-1,-7.303162461876715e-08,16
1AuSnF6-1,-1.8477896760768902e-07,8
1NiPdF6-1,-2.2142306957819022e-07,8
1CrNbF6-1,-3.203628669052767,8
2ZrCl3-2,-1.3550629977177176e-07,8
1TlBr3-1,-1.1716332330449055,4
2AgCl3-1,-1.2641646619173372e-07,8
2TiBr3-1,-1.0031926662275788e-07,8
2IrI3-1,-5.9039265652164903e-08,8
2GaI3-1,-1.118293671178738,8
2ScBr3-1,-1.4517877389962546e-07,8
2PdI3-2,-0.7943192065971914,8
2BiI3-3,-0.4817758186959216,8
2WF3-1,-2.4677229295144616,8
2YCl3-2,-6.241000489724252e-08,8
2MnI3-3,-0.8240898601300085,8
2BiCl3-5,-9.009887666354932e-08,8
2PdBr3-2,-1.399705113397507,8
2NbCl3-2,-1.574126026052452e-07,8
2IrSe3-2,-1.3886067609715211e-08,8
2RhO3-2,-4.913648826961658,8
2TiO3-1,-2.2012019404418998e-07,8
2RhS3-1,-7.5202732438975e-08,8
2MoO3-1,-1.3591954853142e-07,8
2PC3-1,-3.4349519820433487,8
2FeBr3-2,-0.9078307532079307,8
2TaI3-2,-6.607990640742214e-08,8
2BiBr3-3,-0.8652122603675632,8
1MnBi3-1,-0.24422673819317006,4
2OsCl3-1,-1.7520861995074553e-07,8
2AlI3-2,-0.7259585402920555,8
4VI3-1,-0.20929088108479188,16
2TaBr3-1,-1.0185556647427914,8
1C2F2S2Ti3-1,-2.5235222115702545,9
1B2F2Se2Zr3-1,-2.2835253474434634,9
1H2N2S2Ti3-1,-5.725138410956543e-07,9
1F2N2S2Ta3-1,-1.3878516805965326,9
1B2F2S2Fe3-1,-2.0898118033052553,9
1B2F2Se2Hf3-1,-2.101264856910884,9
1B2F2O2Mn3-1,-4.4041984817445705,9
1H2N2Te2Ti3-2,-5.782304535367309,9
2SbZnSe3-1,-1.200339515321821,10
2HgSbTe3-1,-0.8185541392967992,10
2PSiTe3-2,-8.991440321501533e-08,10
2AuSnS3-1,-5.897424723911863e-08,10
2BiPTe3-1,-6.367202560513247e-08,10
2LiMgCl3-1,-1.0766675728045581e-07,10
2PZrSe3-2,-0.1502246228229756,10
2PZrSe3-1,-5.665337939122175e-08,10
2CuNiI3-1,-7.399630310460171e-08,10
2AsTaTe3-2,-1.6476741493595843e-08,10
4AuTeS3-1,-8.642775483130555e-08,20
1MnNbSe3-1,-1.367881038839446,5
2OsSbSe3-1,-8.961678118710124e-08,10
2GeSbO3-2,-5.450736429352243e-08,10
2MgSbS3-1,-1.5668874639593153,10
2AsHgSe3-1,-0.7778887694013212,10
2OsSbS3-1,-0.8835886772277934,10
2AsPtS3-1,-7.665146377957329e-08,10
2CdPO3-1,-2.924949982177553e-07,10
2HgVO3-1,3.289935289527994e-08,10
2AsMgO3-1,-1.7554809372514218e-07,10
2AsSbSe3-1,-7.309736664247546e-08,10
2GaTlSe3-1,-5.868899323609507e-08,10
2PVS3-1,-1.9405220305251286e-07,10
2AgSrI3-1,-6.141303467088784e-08,10
2AgCdI3-1,-7.462059938380589e-08,10
2GaInS3-1,-1.4653909734016864e-07,10
2CKS3-1,-0.5490588576426452,10
2ClRbO3-1,-1.1552369054594341e-07,10
2PdSbTe3-1,-0.8421037787555877,10
2BCsS3-1,-2.3019825423273305e-07,10
2MnPO3-1,-2.8309605578894863,10
2HgNaBr3-1,-5.9297574832129657e-08,10
2AsMnS3-1,-0.8680520406255828,10
2NiSbS3-1,-0.086370719478628,10
4CuTeO3-1,-1.953372164817476e-07,20
2AuSbS3-1,-8.916541652471819e-08,10
4BBiO3-1,3.3552677303154126e-08,20
2IrSbS3-1,-0.7937439821224903,10
2PtSbTe3-1,-0.4757895872071619,10
2SbZnS3-1,-1.5233656900040071,10
2PScS3-1,-1.1151700620551502e-07,10
2SbScO3-1,-1.3543323528516685e-07,10
2SbZnTe3-1,-0.8024259279597629,10
2AgPbI3-1,-2.9522652946884517e-08,10
2GaPS3-1,-1.2736343988180024e-07,10
4AuTeO3-1,-0.2701954765568421,20
2FePO3-1,-2.601455469101224e-07,10
2IKO3-1,-2.2995319547290163e-07,10
2CuSiO3-1,-1.4641688705824214e-07,10
2AsSbS3-2,-2.103361891650276,10
2CuSbS3-1,4.45500035420204e-09,10
1BaCu2O8-1,-2.200619088844379e-07,11
1NbNi2Br8-1,-0.3473248616540395,11
1NiCa2O3-1,-2.0277262472414743,6
1SiSe2Mn3-1,-1.2372751200191642e-07,6
2HgPd2Se3-1,-6.679540871274751e-08,12
2TaPd2Se3-1,-6.811749739327362e-08,12
2TaCo2S3-1,3.7449577621484354e-08,12
2TlNi2Se3-1,-1.1595031713636852e-07,12
1IAg2Br3-1,-1.2672456662526144,6
1SeNi2S3-1,-1.090497509419151e-07,6
2TaPd2S3-1,2.118457528545545e-08,12
2TlPd2Se3-1,-1.1935304684645803e-07,12
1BrPdScS2-1,-1.0530932485224996e-07,5
1OPdTiBr2-1,-0.8387770321432784,5
1CoNiPTe2-1,-1.0578076574567829e-07,5
1BrISCd2-1,-4.2009059916344785e-08,5
2BiBrHgS2-1,-6.903996609448193e-08,10
2BiFHgO2-1,-8.823491635727268e-08,10
1MnOWTe2-1,-1.3401732253375967e-07,5
1BrISTi2-1,-1.194114951405127e-07,5
1BiSZrI2-1,-0.5993813620522368,5
2BiBrCdS2-1,-0.4845288536894377,10
2BrMnPTe2-2,-6.314258508197221e-08,10
2ClMnPO2-2,-9.949377522142369,10
2AsClMnSe2-2,-6.449998275776767e-08,10
2AsIMnO2-2,-0.7546266263703794,10
2BrMnSbS2-2,-1.1660648193558428e-07,10
1BrSTeTa2-1,-5.846881287344836e-08,5
1MnNSbBr2-1,-1.5705620607345912e-07,5
4BaHSbS2-1,-1.8817871449580457e-07,20
2BrMnPO2-2,-8.691453712026462,10
4BaFPTe2-1,-1.0417710551098745e-07,20
4FPSrSe2-1,-1.072733442918484e-07,20
4ClSbSrTe2-1,-7.840979908859828e-08,20
4AsBaHTe2-1,-1.0062408865515426e-07,20
1MnNiOBr2-1,-1.4805601331565192,5
1BMoWTe2-1,1.8398674053616957e-08,5
1LiNiPdSe2-1,-0.5633323514208008,5
2BrIrNiS2-1,-7.555398298229367e-08,10
2NbSSeNi2-1,-4.0956368565353866e-08,10
2GaPSeS2-1,-5.658538289376599e-08,10
2AuBClO-1,-0.8662347525647175,8
1BrIRuS-1,-1.005263999251093,4
2CuFNS-1,-0.5554569691371722,8
2AgBrCdS-1,-4.338565340705062e-08,8
2CdCuFSe-1,-7.836098891532917e-08,8
1ClInSeSi-1,-1.07312291551403e-07,4
2AuCdClSe-1,-2.5244324463526556e-08,8
1BiBrISb-1,-1.0091431500099348,4
1BiBrCdI-1,-0.8147887456367167,4
4AgFIS-1,-0.43032541089613585,16
1CaClCuSe-1,-3.649580273659109e-08,4
1NbSTeZr-1,-1.9087669640310013e-08,4
1GeIMnSe-1,1.0373109779379066e-08,4
1CuReSSe-1,-1.1306248551929624e-07,4
2AgBrCdSe-1,-6.516756280946275e-08,8
1AuClCuI-1,-6.987084723882243e-08,4
2CClCuO-1,-2.0893672075238297e-07,8
1GaGeSeTe-1,-9.406113098196399e-08,4
2IRe3Se4-1,-6.331601373577088e-08,16
1SbCu3S4-1,-0.9173586968823931,8
1BrMn3S4-1,-1.90325563059433,8
1AgScP2S6-1,-7.006312097106038e-08,10
1AuCrSb2S6-1,-2.5169411315727945,10
1CoLiAs2Se6-1,-1.2399714564456241,10
2CuVSb2Te6-1,-0.726017263988442,20
2AsHP2S6-1,-0.6438453178079193,20
2CuVSb2Se6-1,-1.166838745565033,20
1CuTlAs2Te6-1,-1.1372811583689713e-07,10
1AuVP2Se6-1,-4.6648867248277053e-08,10
1CuGaP2S6-1,-5.111940894127261e-08,10
1AlNaP2O6-1,-1.93589956302489,10
1AgAlAs2Te6-1,-8.482678573924518e-08,10
1CuInP2Te6-1,-2.8233098961477187e-08,10
1CuScSb2Se6-1,-1.42438034189215,10
1NaNiSb2S6-1,-1.1000275084633344,10
1WYP2S6-1,-1.6191761546009015e-07,10
1CrCuAs2Se6-1,-1.1449560800718752,10
1CuVP2Te6-1,-1.0866801485196398e-07,10
1FSbTe2O6-1,-1.8999158446554736e-07,10
1AgBiAs2S6-1,-6.26189180494666e-08,10
2AgCrAs2Se6-1,-0.46741561384231795,20
1InLiSb2Te6-1,-0.3936210767095175,10
1AlAuSb2Te6-1,-0.7445236907565227,10
1AlLiP2Se6-1,-1.1303349065509063e-07,10
1NaPdP2Te6-1,-9.445162275214261e-08,10
2CrCuSb2Te6-1,-0.7571868401554418,20
1CuSbAs2S6-1,-1.5531658311002652e-07,10
1AuSbP2Se6-1,-4.503834492864639e-08,10
1AgInSb2S6-1,-1.1041069470455804,10
1CuVSb2S6-1,-1.1481923192201655,10
1AuCrSb2Se6-1,-1.569793867329359,10
1AlNaAs2O6-1,-1.8265624144483072,10
1BiCuAs2S6-1,-8.105219094640475e-08,10
1AgInAs2O6-1,-1.0476696573394584,10
1InNaAs2O6-1,-0.18801151961867343,10
1AgTlAs2Te6-1,-8.240357394311583e-08,10
1BiCuSb2Se6-1,-0.4597371095570306,10
1NaNiSb2Te6-1,-0.8787253380508837,10
1MnSb2F12-1,1.0242753610584129e-07,15
1SrP2F12-1,-1.7051434235088044e-07,15
1MnFe2C12-1,-4.9119305717169235,15
1NiMn2C12-1,-6.114231230202697,15
1C3Ta4-1,-1.8434853166350221e-07,7
1Fe3Te4-1,-2.6304356342590972e-08,7
1Mn3Se4-2,-4.282891127988994e-08,7
1C3Y4-1,-1.345022893257051e-07,7
1Ga3Se4-1,-1.4133418503394142,7
1Ni3S4-1,-0.7481723245710333,7
1Tl3S4-1,-0.9659547406475045,7
